Tipo;Colonia;Habitaciones;Area;Valor
Conjunto Comercial/Sala;Coyoacán;0;120;113400.0
Departamento;Condesa;3;131;14000.0
Departamento;La Condesa;2;117;10850.0
Departamento;Del Valle;2;70;9450.0
Departamento;Santa Fe;2;140;6650.0
Conjunto Comercial/Sala;Roma;0;242;63000.0
Departamento;Coyoacán;3;130;21000.0
Conjunto Comercial/Sala;Centro Histórico;0;148;35000.0
Departamento;Narvarte;1;50;3850.0
Conjunto Comercial/Sala;Centro Histórico;0;315;82687.5
Departamento;Santa Fe;3;210;26250.0
Departamento;Bosques de las Lomas;5;490;63000.0
Conjunto Comercial/Sala;Santa Fe;0;32;2380.0
Departamento;Condesa;2;74;7700.0
Conjunto Comercial/Sala;San Sebastián;0;1700;624750.0
Casa;San Miguel Chapultepec;3;90;7000.0
Conjunto Comercial/Sala;Roma;0;80;17500.0
Departamento;Bosques de las Lomas;3;117;17150.0
Departamento;Santa Fe;4;150;15750.0
Departamento;La Condesa;2;65;6300.0
Conjunto Comercial/Sala;Santa Fe;0;28;4550.0
Conjunto Comercial/Sala;Centro Histórico;0;130;17500.0
Departamento;Del Valle;2;90;11550.0
Departamento;Las Águilas;3;84;7000.0
Conjunto Comercial/Sala;Centro Histórico;0;105;16537.5
Departamento;Roma;1;38;5250.0
Departamento;Villa de Cortés;3;70;4200.0
Cocineta;Roma;1;64;14000.0
Tienda/Salón;Coyoacán;0;30;350.0
Departamento;Coyoacán;2;56;9100.0
Departamento;Coyoacán;3;138;26250.0
Departamento;Roma;3;118;10500.0
Tienda/Salón;Coyoacán;0;37;17500.0
Departamento;Santa Fe;4;231;24150.0
Departamento;Coyoacán;3;205;70000.0
Departamento;Coyoacán;2;60;17500.0
Departamento;Coyoacán;3;230;103250.0
Conjunto Comercial/Sala;Roma;0;2148;563850.0
Casa de Vecindad;Villa Coapa;2;80;4550.0
Tienda/Salón;Napoles;0;2;700.0
Conjunto Comercial/Sala;Centro Histórico;0;1776;385000.0
Conjunto Comercial/Sala;Centro Histórico;0;423;38500.0
Departamento;Peralvillo;2;50;3500.0
Departamento;Narvarte;3;93;10500.0
Departamento;Juárez;2;70;9450.0
Conjunto Comercial/Sala;Villa de Guadalupe;0;84;2800.0
Departamento;Lomas de Chapultepec;4;220;59500.0
Departamento;Culhuacán CTM;3;65;4725.0
Conjunto Comercial/Sala;Centro Histórico;0;571;87500.0
Departamento;Villa de Guadalupe;2;52;4550.0
Conjunto Comercial/Sala;Santa Fe;0;36;4550.0
Conjunto Comercial/Sala;Centro Histórico;0;41;3150.0
Departamento;Condesa;3;300;87500.0
Departamento;Santa Fe;4;160;20300.0
Casa Comercial;La Condesa;0;320;134400.0
Departamento;Coyoacán;4;230;47250.0
Departamento;Santa Fe;4;148;5250.0
Departamento;Juárez;2;84;11550.0
Departamento;Roma;2;74;11900.0
Departamento;Condesa;2;64;9100.0
Departamento;Álvaro Obregón;2;60;2800.0
Departamento;San Miguel Chapultepec;2;80;3500.0
Departamento;San Miguel Chapultepec;2;61;5950.0
Departamento;San Pedro de los Pinos;2;80;9625.0
Casa;Santa Fe;5;244;24500.0
Departamento;Lomas de Chapultepec;4;170;23450.0
Conjunto Comercial/Sala;Santa Fe;0;76;14000.0
Departamento;Condesa;2;64;8715.0
Departamento;Narvarte;3;135;8750.0
Conjunto Comercial/Sala;Centro Histórico;0;195;23800.0
Departamento;Narvarte;3;100;5600.0
Departamento;Roma;2;80;15225.0
Departamento;Coyoacán;4;182;26250.0
Conjunto Comercial/Sala;Coyoacán;0;30;2800000.0
Departamento;Santa Fe;1;58;6650.0
Departamento;Narvarte;3;148;7700.0
Departamento;San Miguel Chapultepec;3;75;5250.0
Departamento;Narvarte;3;96;6300.0
Departamento;Santa Fe;3;92;9975.0
Departamento;Condesa;3;105;12250.0
Conjunto Comercial/Sala;Centro Histórico;0;760;186200.0
Cocineta;Centro Histórico;1;42;2275.0
Tienda/Salón;Lomas de Chapultepec;0;30;15750.0
Departamento;San Pedro de los Pinos;2;70;10150.0
Departamento;Condesa;3;110;9450.0
Conjunto Comercial/Sala;Santa Fe;0;235;35000.0
Cocineta;Nueva Santa María;1;30;2450.0
Tienda/Salón;San Felipe de Jesús;0;85;22750.0
Departamento;Coyoacán;3;140;37800.0
Departamento;San Miguel Chapultepec;2;84;5950.0
Departamento;Condesa;3;200;22750.0
Departamento;Coyoacán;4;257;28000.0
Departamento;Narvarte;3;110;7875.0
Departamento;La Condesa;2;70;7700.0
Departamento;Condesa;3;130;22050.0
Departamento;Condesa;2;140;27300.0
Departamento;Condesa;1;45;4550.0
Departamento;Santa Fe;1;102;13300.0
Departamento;Condesa;4;155;17500.0
Departamento;Condesa;3;171;28000.0
Conjunto Comercial/Sala;Centro Histórico;0;89;12950.0
Departamento;Coyoacán;1;60;10500.0
Conjunto Comercial/Sala;Roma;0;190;43750.0
Casa;Santa Fe;6;600;101500.0
Departamento;Coyoacán;3;250;40250.0
Cocineta;La Loma;0;25;2800.0
Conjunto Comercial/Sala;Centro Histórico;0;78;13300.0
Conjunto Comercial/Sala;Centro Histórico;0;90;9450.0
Departamento;Polanco;2;80;12250.0
Departamento;Roma;2;52;8750.0
Departamento;Santa Fe;5;300;21000.0
Conjunto Comercial/Sala;Centro Histórico;0;540;217350.0
Departamento;Arboledas;2;80;3850.0
Conjunto Comercial/Sala;Centro Histórico;0;438;153569.5
Departamento;Santa Fe;1;67;8750.0
Conjunto Comercial/Sala;Condesa;0;135;10500.0
Departamento;Nueva Santa María;2;50;3500.0
Conjunto Comercial/Sala;Polanco;0;640;190400.0
Departamento;Condesa;4;190;21000.0
Departamento;Del Valle;4;110;9100.0
Departamento;Arboledas;2;73;4200.0
Departamento;Del Valle;4;308;47250.0
Departamento;Narvarte;2;70;7700.0
Conjunto Comercial/Sala;Centro Histórico;0;42;5250.0
Departamento;Roma;3;88;8750.0
Departamento;Narvarte;3;106;7000.0
Conjunto Comercial/Sala;Centro Histórico;0;100;14000.0
Conjunto Comercial/Sala;Centro Histórico;0;220;47250.0
Departamento en Hotel;Coyoacán;1;50;22750.0
Departamento;Condesa;3;116;13650.0
Departamento;Condesa;3;120;31500.0
Departamento;Coyoacán;4;200;38150.0
Departamento;Bosques de las Lomas;1;70;7700.0
Tienda/Salón;Centro Histórico;0;535;168000.0
Departamento;Santa Fe;2;68;9800.0
Cocineta;Centro Histórico;1;32;2800.0
Conjunto Comercial/Sala;Centro Histórico;0;200;14000.0
Departamento;San Miguel Chapultepec;2;45;3850.0
Departamento;Condesa;3;166;16100.0
Departamento;Santa Fe;1;68;6300.0
Departamento;Lomas de Chapultepec;2;88;14000.0
Departamento;Peralvillo;2;75;4200.0
Departamento;Juárez;2;100;11900.0
Conjunto Comercial/Sala;Centro Histórico;0;30;1750.0
Departamento;Lomas de Chapultepec;2;150;15750.0
Conjunto Comercial/Sala;Santa Fe;0;36;4200.0
Departamento;Santa Fe;3;230;31500.0
Conjunto Comercial/Sala;Centro Histórico;0;77;7000.0
Departamento;Santa Fe;4;167;14000.0
Conjunto Comercial/Sala;Narvarte;0;40;5600.0
Departamento;Santa Fe;4;230;56000.0
Casa de Vecindad;Villa de Guadalupe;1;24;1750.0
Departamento;Narvarte;2;100;5600.0
Departamento;Coyoacán;3;250;33250.0
Departamento;Lomas de Chapultepec;1;70;9450.0
Conjunto Comercial/Sala;Centro Histórico;0;400;112000.0
Departamento;Coyoacán;2;40;11200.0
Departamento;Lomas de Chapultepec;2;136;21700.0
Departamento;Santa Fe;5;1200;84000.0
Departamento;Condesa;3;84;8050.0
Departamento;Narvarte;1;48;3500.0
Departamento;Santa Fe;5;1147;98000.0
Conjunto Comercial/Sala;Bosques de las Lomas;0;911;478544.5
Conjunto Comercial/Sala;Coyoacán;0;25;8050.0
Casa de Vecindad;Pueblo Culhuacán;3;198;5250.0
Casa;Santa Fe;2;195;9800.0
Departamento;Iztacalco;1;55;2450.0
Departamento;Condesa;1;38;4025.0
Departamento;Coyoacán;3;164;17500.0
Departamento;Coyoacán;3;140;22050.0
Departamento;Narvarte;3;110;8715.0
Departamento;Narvarte;2;95;5775.0
Departamento;Condesa;3;120;12600.0
Departamento;Santa Fe;4;180;31500.0
Cocineta;Del Valle;0;28;3500.0
Tienda/Salón;Roma;0;231;52500.0
Departamento;Condesa;3;90;10150.0
Cocineta;Condesa;1;37;5600.0
Departamento;Bosques de las Lomas;1;68;8365.0
Departamento;Roma;1;65;6475.0
Departamento;Lomas de Chapultepec;3;150;19250.0
Departamento;Narvarte;2;84;6475.0
Conjunto Comercial/Sala;Centro Histórico;0;42;4550.0
Departamento;Santa Fe;2;88;7700.0
Departamento;Santa Fe;2;78;12425.0
Departamento;Santa Fe;2;86;8750.0
Departamento;Narvarte;3;80;6300.0
Conjunto Comercial/Sala;Centro Histórico;0;64;5600.0
Departamento;Lomas de Chapultepec;3;120;25550.0
Departamento;Santa Fe;4;115;9800.0
Departamento;Roma;3;90;12250.0
Departamento;Narvarte;3;82;9100.0
Departamento;Napoles;1;45;8050.0
Departamento;Centro Histórico;1;35;3500.0
Tienda/Salón;Coyoacán;0;32;12250.0
Casa Comercial;Coyoacán;0;600;210000.0
Departamento;Iztacalco;2;60;3500.0
Departamento;Centro Histórico;2;53;5250.0
Departamento;Coyoacán;2;48;8750.0
Conjunto Comercial/Sala;Centro Histórico;0;30;2100.0
Cochera/Estacionamiento;Centro Histórico;0;4;350.0
Departamento;Roma;2;120;17500.0
Departamento;San Pedro de los Pinos;3;122;14000.0
Departamento;Coyoacán;1;37;5250.0
Departamento;Condesa;4;223;17500.0
Conjunto Comercial/Sala;Centro Histórico;0;37;350.0
Conjunto Comercial/Sala;Centro Histórico;0;406;68250.0
Conjunto Comercial/Sala;Centro Histórico;0;40;3500.0
Departamento;Lindavista Sur;3;194;5950.0
Casa de Condominio;Santa Fe;5;300;29750.0
Conjunto Comercial/Sala;Centro Histórico;0;25;1400.0
Casa;Narvarte;2;107;8050.0
Conjunto Comercial/Sala;Centro Histórico;0;360;28000.0
Departamento;La Florida;2;43;2800.0
Departamento;Condesa;1;38;8050.0
Departamento;Peralvillo;2;60;3150.0
Departamento;Condesa;1;40;3325.0
Departamento;Coyoacán;2;132;52500.0
Departamento;Polanco;2;80;8750.0
Casa de Condominio;Santa Fe;6;1000;105000.0
Departamento;Condesa;2;70;14000.0
Departamento;Santa Fe;2;65;7350.0
Cocineta;Juárez;0;22;3850.0
Departamento;Polanco;3;92;14000.0
Conjunto Comercial/Sala;Villa de Guadalupe;0;53;4200.0
Departamento;Condesa;2;62;8750.0
Conjunto Comercial/Sala;Narvarte;0;25;3850.0
Conjunto Comercial/Sala;Santa Fe;0;2386;751590.0
Departamento;Santa Fe;5;1147;84000.0
Departamento;Polanco;2;72;9800.0
Conjunto Comercial/Sala;Centro Histórico;0;200;45500.0
Departamento;Narvarte;2;74;7700.0
Departamento;Lomas de Chapultepec;3;170;45500.0
Departamento;La Condesa;2;49;6650.0
Departamento;Lomas de Chapultepec;2;155;19250.0
Departamento;Roma;1;57;8750.0
Conjunto Comercial/Sala;Narvarte;0;19;2800.0
Tienda/Salón;San Miguel Chapultepec;0;150;13125.0
Departamento;Coyoacán;3;90;19950.0
Cocineta;Condesa;1;45;5600.0
Departamento;Polanco;3;115;12250.0
Conjunto Comercial/Sala;Santa Fe;0;30;4550.0
Departamento;Condesa;1;50;7000.0
Departamento;Roma;1;50;7700.0
Departamento;Condesa;1;36;4550.0
Departamento;Santa Fe;2;115;8750.0
Cocineta;Condesa;1;35;8050.0
Conjunto Comercial/Sala;Centro Histórico;0;350;28000.0
Departamento;Bosques de las Lomas;3;203;28000.0
Departamento;Coyoacán;3;80;12775.0
Departamento;Coyoacán;3;140;28000.0
Departamento;Narvarte;2;85;5950.0
Departamento;Lomas de Chapultepec;2;164;35000.0
Departamento;Doctores;1;55;3500.0
Conjunto Comercial/Sala;Condesa;0;150;63000.0
Departamento;Narvarte;1;57;5950.0
Departamento;Santa Fe;4;300;34300.0
Departamento;Nueva Santa María;1;54;3500.0
Conjunto Comercial/Sala;Centro Histórico;0;77;6300.0
Departamento;Lomas de Chapultepec;3;190;38500.0
Conjunto Comercial/Sala;Santa Fe;0;70;10150.0
Departamento;Condesa;3;100;16800.0
Departamento;Condesa;3;200;19250.0
Tienda/Salón;Condesa;0;52;9100.0
Conjunto Comercial/Sala;Coyoacán;0;30;4725.0
Departamento;Santa Fe;3;74;7875.0
Tienda/Salón;Ajusco;0;32;3325.0
Departamento;Narvarte;3;103;6825.0
Conjunto Comercial/Sala;Centro Histórico;0;32;700.0
Departamento;Santa Fe;3;123;17500.0
Departamento;Del Valle;3;114;13300.0
Departamento;Barrio Bravo;2;50;2240.0
Departamento;Santa Fe;2;65;5425.0
Casa;Arboledas;1;50;2800.0
Departamento;Napoles;2;83;11550.0
Departamento;Álvaro Obregón;2;50;3850.0
Conjunto Comercial/Sala;Centro Histórico;0;32;5250.0
Departamento;Coyoacán;1;38;19250.0
Departamento;Lomas de Padierna;2;199;4550.0
Conjunto Comercial/Sala;Santa Fe;0;28;4200.0
Edificio Completo;Roma;0;1200;280000.0
Departamento;Lomas de Chapultepec;3;96;19250.0
Departamento;Santa Fe;1;48;4200.0
Departamento;Narvarte;2;90;8400.0
Departamento;Condesa;3;80;7700.0
Conjunto Comercial/Sala;Centro Histórico;0;822;227500.0
Departamento;Bosques de las Lomas;3;101;12250.0
Casa;Santa María Aztahuacán;1;40;2450.0
Conjunto Comercial/Sala;Villa de Cortés;0;1849;453005.0
Departamento;Del Valle;3;120;9450.0
Departamento;Santa Fe;1;70;8400.0
Departamento;Coyoacán;3;180;49000.0
Departamento;San Miguel Chapultepec;1;50;4200.0
Casa;Tlalpan;4;800;122500.0
Departamento;Santa Fe;2;107;14700.0
Departamento;Coyoacán;1;60;6300.0
Departamento;Narvarte;1;39;4900.0
Conjunto Comercial/Sala;Centro Histórico;0;545;219586.5
Departamento;Condesa;3;194;21000.0
Departamento;Peralvillo;2;80;3500.0
Departamento;Del Valle;2;152;11550.0
Departamento;Condesa;1;45;5250.0
Departamento;Condesa;4;389;41300.0
Tienda/Salón;Iztacalco;0;54;3500.0
Departamento;Santa Fe;3;138;20300.0
Conjunto Comercial/Sala;Centro Histórico;0;210;52500.0
Departamento;Del Valle;1;51;4900.0
Departamento;Santa Fe;2;78;6300.0
Departamento;Lomas de Chapultepec;4;304;105000.0
Departamento;Coyoacán;3;117;23100.0
Conjunto Comercial/Sala;Centro Histórico;0;27;4200.0
Departamento;Santa Fe;1;68;5600.0
Departamento;Centro Histórico;1;34;2800.0
Departamento;San Rafael;2;60;4550.0
Departamento;Coyoacán;3;110;19250.0
Conjunto Comercial/Sala;San Miguel Chapultepec;0;40;3850.0
Departamento;Narvarte;3;170;10500.0
Departamento;Roma;2;104;10500.0
Departamento;Condesa;3;148;12250.0
Departamento;Roma Norte;2;90;5250.0
Departamento;San Pedro de los Pinos;3;105;19250.0
Departamento;Condesa;3;110;21000.0
Departamento;Condesa;3;140;12250.0
Departamento;Santa Fe;2;74;7000.0
Conjunto Comercial/Sala;Centro Histórico;0;120;14000.0
Departamento;Bosques de las Lomas;3;120;25200.0
Departamento;Coyoacán;3;80;24500.0
Cocineta;Condesa;1;30;9450.0
Departamento;Lomas de Chapultepec;2;85;22400.0
Departamento;Coyoacán;6;600;105000.0
Departamento;Condesa;1;39;8750.0
Departamento;Centro Histórico;2;60;6650.0
Departamento;Coyoacán;4;141;26250.0
Departamento;Santa Fe;2;70;12250.0
Tienda en Centro Comercial;Condesa;0;40;10150.0
Departamento;Arboledas;2;59;5250.0
Departamento;Coyoacán;3;186;98000.0
Departamento;Santa Fe;5;340;35000.0
Departamento;Roma;1;45;7525.0
Departamento;Santa Fe;3;72;8400.0
Conjunto Comercial/Sala;Centro Histórico;0;321;56175.0
Tienda/Salón;Lomas de Chapultepec;0;50;27650.0
Departamento;Lomas de Chapultepec;1;50;9800.0
Departamento en Hotel;Santa Fe;1;52;14000.0
Departamento en Hotel;Coyoacán;2;94;31500.0
Departamento en Hotel;Coyoacán;2;91;47250.0
Tienda/Salón;Polanco;0;23;10850.0
Departamento;Santa Fe;3;130;16800.0
Departamento;Coyoacán;2;66;9800.0
Conjunto Comercial/Sala;Centro Histórico;0;138;10500.0
Departamento;Santa Fe;4;540;56000.0
Departamento;Santa Fe;1;82;6300.0
Conjunto Comercial/Sala;Centro Histórico;0;846;77000.0
Departamento;Lomas de Chapultepec;4;167;15750.0
Departamento;Roma;2;70;8750.0
Conjunto Comercial/Sala;Santa Fe;0;794;208250.0
Tienda/Salón;Santa Fe;0;300;45500.0
Cocineta;Centro Histórico;1;34;2800.0
Galpón/Depósito/Almacén;Roma Norte;0;400;21000.0
Departamento;Santa Fe;3;115;15400.0
Departamento;Roma;2;80;8750.0
Conjunto Comercial/Sala;Centro Histórico;0;107;4200.0
Conjunto Comercial/Sala;Condesa;0;46;3500.0
Departamento;Condesa;2;50;6300.0
Conjunto Comercial/Sala;Santa Fe;0;75;9450.0
Departamento;Condesa;1;40;4900.0
Departamento;Santa Fe;4;160;13300.0
Departamento;Santa Fe;4;234;29750.0
Departamento;Bosques de las Lomas;4;400;105000.0
Departamento;Lomas de Chapultepec;3;170;28000.0
Tienda/Salón;Santa Fe;0;240;26250.0
Casa Comercial;La Merced;0;200;12600.0
Departamento;Roma;3;95;13300.0
Casa de Condominio;Santa Fe;4;340;27968.5
Departamento;Napoles;4;120;21000.0
Departamento;Condesa;1;39;5600.0
Departamento;Santa Fe;4;243;49000.0
Departamento;Bosques de las Lomas;2;98;12250.0
Casa de Condominio;Santa Fe;3;681;69968.5
Conjunto Comercial/Sala;Centro Histórico;0;527;138337.5
Conjunto Comercial/Sala;Villa Coapa;0;22;1575.0
Cocineta;Coyoacán;1;50;7700.0
Departamento;Lomas de Chapultepec;4;178;52500.0
Departamento;Santa Fe;4;290;52500.0
Edificio Completo;Centro Histórico;0;630;52500.0
Departamento;Villa de Cortés;2;60;3500.0
Conjunto Comercial/Sala;Roma;0;100;35000.0
Departamento;Condesa;2;66;10500.0
Departamento;Del Valle;3;155;5250.0
Departamento;Santa Fe;3;90;8081.5
Departamento;Coyoacán;3;94;13300.0
Departamento;Narvarte;3;115;7875.0
Departamento;Centro Histórico;1;20;3150.0
Departamento;Condesa;3;195;26250.0
Departamento en Hotel;Santa Fe;2;46;4900.0
Departamento;Condesa;2;89;21700.0
Conjunto Comercial/Sala;Centro Histórico;0;321;56175.0
Departamento;Del Valle;1;70;6300.0
Conjunto Comercial/Sala;Narvarte;0;50;7700.0
Departamento;Condesa;4;191;14525.0
Tienda/Salón;Santa Fe;0;41;12180.0
Departamento;Santa Fe;4;266;49000.0
Departamento;Condesa;1;50;7350.0
Departamento;Condesa;2;321;26250.0
Departamento;Lomas de Chapultepec;3;170;45500.0
Departamento;Condesa;3;92;6650.0
Departamento;Roma;1;37;6300.0
Conjunto Comercial/Sala;Centro Histórico;0;310;29750.0
Casa de Condominio;Santa Fe;4;680;59500.0
Conjunto Comercial/Sala;Centro Histórico;0;581;101675.0
Departamento;Condesa;2;81;11550.0
Departamento;Condesa;3;190;24500.0
Departamento;Condesa;4;239;10500.0
Tienda/Salón;Santa Fe;0;140;192500.0
Departamento;Bosques de las Lomas;3;125;13296.5
Departamento;Roma Norte;4;95;10500.0
Tienda/Salón;Narvarte;0;28;4200.0
Departamento;San Pedro de los Pinos;1;41;8050.0
Departamento;Narvarte;3;85;7000.0
Departamento;Condesa;2;70;7000.0
Departamento;Coyoacán;4;410;87500.0
Conjunto Comercial/Sala;Santa Fe;0;31;8925.0
Departamento;Santa Fe;1;38;5600.0
Departamento;Coyoacán;4;250;84000.0
Conjunto Comercial/Sala;Centro Histórico;0;155;35000.0
Casa de Condominio;Santa Fe;5;600;50750.0
Tienda en Centro Comercial;Loma Bonita;1;41;2800.0
Departamento;Tlalnepantla;1;16;4200.0
Conjunto Comercial/Sala;Roma;0;50;7000.0
Conjunto Comercial/Sala;Santa Fe;0;30;3325.0
Casa de Condominio;Santa Fe;5;700;45500.0
Cocineta;Centro Histórico;1;50;3500.0
Conjunto Comercial/Sala;Centro Histórico;0;160;11200.0
Conjunto Comercial/Sala;Centro Histórico;0;40;3150.0
Conjunto Comercial/Sala;Santa Fe;0;78;10500.0
Casa;Ciudad de los Deportes;1;30;1400.0
Departamento;Condesa;3;80;9450.0
Departamento;Narvarte;2;90;8750.0
Conjunto Comercial/Sala;Centro Histórico;0;320;26250.0
Casa de Condominio;Santa Fe;6;1100;87500.0
Cochera/Estacionamiento;Centro Histórico;0;15;1400.0
Conjunto Comercial/Sala;Centro Histórico;0;1137;159180.0
Departamento;Roma;1;40;6300.0
Tienda/Salón;Santa Fe;0;235;43750.0
Departamento;Condesa;3;180;14000.0
Departamento;Napoles;3;336;42000.0
Tienda/Salón;Centro Histórico;0;245;51450.0
Departamento;Lomas de Chapultepec;4;295;66500.0
Departamento;Ciudad de los Deportes;2;60;2450.0
Departamento;Santa Fe;3;131;28000.0
Departamento;Narvarte;2;68;6300.0
Departamento;Napoles;2;82;9800.0
Conjunto Comercial/Sala;Centro Histórico;0;30;2625.0
Conjunto Comercial/Sala;Santa Fe;0;22;2100.0
Departamento;Coyoacán;3;240;31150.0
Departamento;Lomas de Chapultepec;3;110;15750.0
Conjunto Comercial/Sala;Centro Histórico;0;2384;532000.0
Departamento;Narvarte;2;67;5250.0
Conjunto Comercial/Sala;Santa Fe;0;57;4200.0
Conjunto Comercial/Sala;Santa Fe;0;36;3150.0
Conjunto Comercial/Sala;San Miguel Chapultepec;0;25;3150.0
Departamento en Hotel;Coyoacán;2;87;36400.0
Departamento;Santa Fe;3;123;21000.0
Departamento;Peralvillo;2;70;4550.0
Conjunto Comercial/Sala;Peralvillo;0;25;2800.0
Departamento;Condesa;1;30;9800.0
Casa;San Miguel Chapultepec;2;100;9800.0
Departamento;Centro Histórico;1;42;3850.0
Departamento;Bosques de las Lomas;2;100;17500.0
Conjunto Comercial/Sala;Santa Fe;0;34;5600.0
Departamento;Napoles;1;50;7000.0
Cocineta;Condesa;1;30;4550.0
Tienda/Salón;Santa Fe;0;182;52500.0
Tienda/Salón;Centro Histórico;0;45;17500.0
Departamento;Roma;3;107;17150.0
Cocineta;Santa Fe;1;20;6300.0
Departamento;Lomas de Chapultepec;3;85;14000.0
Conjunto Comercial/Sala;Santa Fe;0;35;6125.0
Departamento;Lomas de Chapultepec;3;134;18550.0
Departamento;Santa Fe;3;150;28000.0
Departamento;Coyoacán;4;200;87500.0
Departamento;Santa Fe;1;65;5600.0
Edificio Completo;Del Valle;27;671;42000.0
Departamento;Coyoacán;2;240;84000.0
Conjunto Comercial/Sala;Centro Histórico;0;1359;292519.5
Departamento;Santa Fe;4;160;16450.0
Conjunto Comercial/Sala;Arboledas;0;41;1575.0
Tienda/Salón;Centro Histórico;0;190;29750.0
Conjunto Comercial/Sala;Centro Histórico;0;581;99750.0
Departamento;El Rosedal;2;60;2275.0
Departamento;Coyoacán;3;160;13650.0
Galpón/Depósito/Almacén;Santa Marta Acatitla;0;5152;450800.0
Cocineta;Roma;1;25;4200.0
Tienda/Salón;Arboledas;0;120;12250.0
Departamento;Coyoacán;3;169;31500.0
Conjunto Comercial/Sala;Centro Histórico;0;89;14000.0
Conjunto Comercial/Sala;Centro Histórico;0;95;21000.0
Conjunto Comercial/Sala;Centro Histórico;0;116;14000.0
Galpón/Depósito/Almacén;Barrio Bravo;0;1513;105000.0
Departamento;Santa Fe;4;205;19250.0
Departamento;Lomas de Chapultepec;2;100;17500.0
Departamento;Lomas de Chapultepec;3;100;21700.0
Conjunto Comercial/Sala;Centro Histórico;0;300;38500.0
Casa;Iztacalco;1;40;2800.0
Tienda/Salón;Centro Histórico;0;19;2800.0
Departamento;Juárez;1;30;4200.0
Cocineta;Condesa;1;29;4550.0
Tienda/Salón;Centro Histórico;0;300;14000.0
Departamento;Santa Fe;4;392;87500.0
Conjunto Comercial/Sala;Roma;0;605;264687.5
Departamento;Condesa;4;196;21000.0
Conjunto Comercial/Sala;Santa Fe;0;45;7000.0
Departamento;Santa Fe;2;67;5950.0
Departamento;Condesa;3;100;10500.0
Departamento en Hotel;Lomas de Chapultepec;1;45;14000.0
Departamento;Villa de Guadalupe;3;71;5250.0
Conjunto Comercial/Sala;Peralvillo;0;30;2275.0
Departamento;Del Valle;2;110;10500.0
Conjunto Comercial/Sala;Condesa;0;52;5250.0
Casa de Condominio;Santa Fe;4;600;105000.0
Galpón/Depósito/Almacén;Nativitas;0;380;42000.0
Conjunto Comercial/Sala;Santa Fe;1;30;4550.0
Casa de Vecindad;Doctores;2;41;3150.0
Departamento;El Contadero;1;59;5250.0
Departamento;Del Valle;3;125;9450.0
Departamento;Santa Fe;3;130;15750.0
Casa de Condominio;Los Alpes;3;340;26250.0
Departamento;Santa Fe;3;104;8400.0
Departamento;Condesa;1;55;7700.0
Conjunto Comercial/Sala;Centro Histórico;0;660;192500.0
Cocineta;Juárez;1;30;4550.0
Casa;Bosques de las Lomas;3;300;14000.0
Conjunto Comercial/Sala;Centro Histórico;0;564;122500.0
Departamento;Peralvillo;3;70;4900.0
Conjunto Comercial/Sala;Condesa;0;900;346500.0
Departamento;Coyoacán;4;150;28000.0
Departamento;Villa de Guadalupe;2;47;3850.0
Departamento;San Miguel Chapultepec;2;68;5600.0
Departamento;Condesa;1;40;6300.0
Departamento;Santa Fe;4;229;59500.0
Casa de Condominio;Santa Fe;4;245;24500.0
Departamento;Roma;3;100;15750.0
Casa Comercial;Roma;0;450;77000.0
Conjunto Comercial/Sala;Santa Fe;0;36;3500.0
Departamento;Roma Norte;2;64;5250.0
Casa;Condesa;6;1000;87500.0
Conjunto Comercial/Sala;Santa Fe;0;1588;420000.0
Departamento;Condesa;2;65;6300.0
Conjunto Comercial/Sala;Lomas de Chapultepec;0;350;245000.0
Conjunto Comercial/Sala;Santa Fe;0;32;5600.0
Conjunto Comercial/Sala;La Loma;0;83;7000.0
Conjunto Comercial/Sala;Centro Histórico;0;84;3500.0
Conjunto Comercial/Sala;Roma;0;300;77000.0
Conjunto Comercial/Sala;Santa Fe;0;22;2100.0
Departamento;Santa Fe;2;140;35000.0
Departamento;Roma;1;50;9100.0
Departamento;Condesa;4;195;33250.0
Departamento;Santa Fe;2;120;21000.0
Departamento;Polanco;1;72;10500.0
Tienda/Salón;Roma;0;136;28000.0
Departamento en Hotel;Coyoacán;2;91;12250.0
Departamento;Lomas de Chapultepec;3;102;14700.0
Tienda en Centro Comercial;San Ángel;0;45;8750.0
Departamento;Santa Fe;3;203;19250.0
Conjunto Comercial/Sala;Centro Histórico;0;99;14000.0
Departamento;Narvarte;2;75;4550.0
Departamento;Peralvillo;3;93;4900.0
Conjunto Comercial/Sala;Roma;0;241;63000.0
Departamento;San Ángel;2;100;11550.0
Departamento;Lomas de Chapultepec;4;160;23800.0
Departamento;Juárez;1;45;5250.0
Departamento;Condesa;3;123;14700.0
Departamento;Coyoacán;1;40;10465.0
Cocineta;Roma;1;22;4200.0
Tienda/Salón;Roma;0;230;28000.0
Departamento;Lomas de Chapultepec;4;200;52500.0
Conjunto Comercial/Sala;Narvarte;0;27;3500.0
Casa de Condominio;Santa María Nonoalco;2;70;3500.0
Departamento;Santa Fe;2;80;6650.0
Departamento;Lomas de Chapultepec;3;150;24500.0
Departamento;Santa Fe;2;100;38500.0
Departamento;Polanco;2;74;9800.0
Departamento;Coyoacán;4;500;133000.0
Conjunto Comercial/Sala;Condesa;0;39;3500.0
Casa de Condominio;Santa María Nonoalco;2;75;5950.0
Tienda/Salón;Centro Histórico;0;118;35000.0
Departamento;Roma;1;38;6300.0
Conjunto Comercial/Sala;Centro Histórico;0;25;2625.0
